postComment,postCommentAuthor,postCommentTime_final,isSeller,postCommentLength,lns,salesQuantity,producePrice,productBought_ACHAR,productBought_BCP,productBought_BMC,productBought_BP,productBought_BS,productBought_BSS,productBought_BST,productBought_BT78,productBought_BTT,productBought_ER,productBought_FG,productBought_KBP,productBought_KKM,productBought_KN11,productBought_LCT33,productBought_MFC,productBought_NOSTOCK,productBought_OLP239,productBought_OTAK,productBought_PCT,productBought_PR,productBought_RGB,productBought_RGSS,productBought_RST,productBought_SCF,productBought_SL399,productBought_STF,productBought_TPT22,productBought_WAITLONGLONG,productBought_WAK,productBought_WBF
2 X RAW IKAN BILIS 400G/ PKT @ $8.90 Comment FIB+1 below to join the Sale,OceanStar Seafood,00:35:49,1,16,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
Batang whole?,Winnie Wu,00:35:54,0,2,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
Have pork rib,Violet Yap,00:36:07,0,3,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
2 X BATANG WHOLE 2.7-2.9 KG / PCS @ $78.00 Comment BT78+1 below to join the Sale.,OceanStar Seafood,00:36:09,1,17,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
3 X IQF PRIME RIBS 500G+- / P @ $21.90 Comment PR+1 below to join the Sale,OceanStar Seafood,00:36:24,1,17,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
2 X IQF CHICKEN MID JOINT 450G+-/ P@ $9.90 Comment MJ+1 below to join the Sale,OceanStar Seafood,00:36:31,1,16,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
PR+1,Violet Yap,00:36:40,0,1,0,1,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
3 X IQF CHICKEN CUBE 300G /PKT@ $9.90 Comment CTM+1 below to join the Sale,OceanStar Seafood,00:36:48,1,15,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
Bt78+1 mj+1,Winnie Wu,00:37:00,0,2,0,1,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
LAST 2 SET!!! 2 X KASU RABBIT FISH 500G+-/PKT @ $11.11 Comment RB11+1 below to join the Sale,OceanStar Seafood,00:37:32,1,18,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
No mj notification,Winnie Wu,00:37:55,0,3,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
Wow cool,Winnie Wu,00:38:25,0,2,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
MAX 5 PCS / ACC SALMON TROUT FILLET 300-350G/ PCS @$8.80 ( PWP ) Comment STF+1 below to join the Sale.,OceanStar Seafood,00:39:20,1,21,0,0,$8.80 ( PWP )  STF+1 ,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
I eat 3 days   tonight fry sambal udang,Jack Daniel,00:39:35,0,8,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
STF+1,Ivy Gin,00:39:51,0,1,0,1,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,8.8,0.0,0,0.0,0.0
STF+1,Clarissa Neo,00:40:29,0,1,0,1,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,8.8,0.0,0,0.0,0.0
STF+2,Ong Patsy,00:40:38,0,1,0,2,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,8.8,0.0,0,0.0,0.0
RED GROUPER WHOLE 1.1-1.3KG / PCS @ $38.00 Comment RG38+1 below to join the Sale,OceanStar Seafood,00:40:46,1,15,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
RED GROUPER WHOLE 1.7-1.9 KG/ PCS @$68.00 Comment RG68+1 below to join the Sale,OceanStar Seafood,00:40:55,1,14,0,0,$68.00  RG68+1,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
STF+2,Ivy Ng Lee Cheng,00:40:58,0,1,0,2,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,8.8,0.0,0,0.0,0.0
Scf+3,Huay Geok  Ang,00:41:05,0,1,0,3,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
LOCAL CATCH THREADFIN 1.3-1.6 KG/ PCS @$33.30 Comment LCT33+1 below to join the Sale,OceanStar Seafood,00:41:10,1,14,0,0,$33.30  LCT33+1,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
What is the code for PWP Red Grouper soup slice,Clarissa Neo,00:41:23,0,10,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
Comment STF+1 below to join the Sale.,OceanStar Seafood,00:41:27,1,7,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
achar+1,Ivy Gin,00:41:37,0,1,0,1,0,6.9,0.0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
MAX 5 PKT/ ACC RED GROUPER SOUP SLICED 300G/ PKT @$11.11 ( PWP ) Comment RGSS+1 below to join the Sale,OceanStar Seafood,00:41:44,1,21,0,0,$11.11 ( PWP )  RGSS+1,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
" , if salmon fillet no pwp how much ah?",Tricia Avocado Chan,00:42:01,0,9,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
RGSS+1,Violet Yap,00:42:08,0,1,0,1,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,11.11,0.0,0,0.0,0.0,0.0,0,0.0,0.0
RGSS+2,Clarissa Neo,00:42:26,0,1,0,2,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,11.11,0.0,0,0.0,0.0,0.0,0,0.0,0.0
MAX 5 PKT/ ACC RED GROUPER SOUP SLICED 300G/ PKT @$11.11 ( PWP ) Comment RGSS+1 below to join the Sale,OceanStar Seafood,00:42:35,1,21,0,0,$11.11 ( PWP )  RGSS+1,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
Got code??,Tricia Avocado Chan,00:42:35,0,2,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
Ya  3 pieces my love ,Tricia Avocado Chan,00:43:03,0,5,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
ScF+3,Huay Geok  Ang,00:43:54,0,1,0,3,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
This cod is a good deal leh,Jack Daniel,00:44:00,0,7,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
CRAZY DEAL!!! 2 X COD TAIL PORTION 1.0-1.2 KG/ PCS ( ST) @ $111.11 Comment PCT+1 below to join the Sale,OceanStar Seafood,00:44:12,1,21,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
My belacan lei  my   ,Tricia Avocado Chan,00:44:53,0,4,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
3 X WILD BARRA FL 180-250G/ PCS @$11.11 Comment WBF+1 below to join the Sale.,OceanStar Seafood,00:45:06,1,15,0,0,$11.11  WBF+1 ,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
U always cheat my feeling but I still love u so much  ,Tricia Avocado Chan,00:45:36,0,12,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
PREMIUM GRADE SALMON 2.2-2.4 KG/ PCS @58.80 Comment SS588+1 below to join the Sale,OceanStar Seafood,00:45:48,1,14,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
3 X FLOWER GROUPER 250-350G/ PCS @$11.11  Comment FG+1 below to join the Sale,OceanStar Seafood,00:46:06,1,14,0,0,$11.11   FG+1,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
Miko ms aunty confinement how long?,Winnie Wu,00:46:13,0,6,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
Wbf+1,Lee San San,00:46:13,0,1,0,1,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,11.11
LAST 2 SET!!! 2 X KASU RABBIT FISH 500G+-/PKT @ $11.11 Comment RB11+1 below to join the Sale,OceanStar Seafood,00:47:15,1,18,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
Looking forward for that meesiam  ,Jack Daniel,00:47:15,0,5,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
Can show flower grouper ,Catherine Lim,00:47:21,0,4,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
MUST GRAB!!! 3 X FLOWER GROUPER 250-350G/ PCS @$11.11  Comment FG+1 below to join the Sale,OceanStar Seafood,00:47:30,1,16,0,0,$11.11   FG+1,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
LNS done gd morning all ppl ,Patrick Ong,00:47:51,0,6,1,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
share liao share liao ,Patrick Ong,00:47:59,0,4,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
Got ah sen clam soup? ,Tricia Avocado Chan,00:48:02,0,5,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
Is it the black color fish ,Catherine Lim,00:48:03,0,6,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
2 X BABY THREADFIN 300-400G / PCS @ $11.11 Comment BBT+1 below to join the Sale,OceanStar Seafood,00:48:09,1,16,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
Need work ,Patrick Ong,00:48:17,0,2,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
Aiyo  sad die me . ,Tricia Avocado Chan,00:48:39,0,5,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
FG+1,Catherine Lim,00:48:51,0,1,0,1,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,11.11,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
Got crimson snapper ,Catherine Lim,00:49:19,0,3,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
Wbf+1,Huay Geok  Ang,00:49:47,0,1,0,1,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,11.11
RED EMPEROR SNAPPER 1.2-1.5 KG/ PCS @ $22.90 Comment RES229+1 below to join the Sale,OceanStar Seafood,00:50:00,1,15,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
RED SNAPPER WHOLE 1.7-1.9 KG/ PCS @$33.33 Comment RS33+1 below to join the Sale,OceanStar Seafood,00:50:13,1,14,0,0,$33.33  RS33+1,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
WhRs the packet of slice fish Infront of you ,Catherine Lim,00:50:23,0,9,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
2 x BATANG SOUP SLICED 300G/ PKT @$22.22 Comment BSS+1 below to join the Sale,OceanStar Seafood,00:50:52,1,15,0,0,$22.22  BSS+1,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
RED GROUPER SOUP SLICED 300G/ PKT @$11.11 ( PWP ) Comment RGSS+1 below to join the Sale,OceanStar Seafood,00:51:01,1,17,0,0,$11.11 ( PWP )  RGSS+1,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
MUST GRAB!!!! 3 X WILD CAUGHT ANG KA 500G/ POR @$22.22 Comment WAK+1 below to join the Sale.,OceanStar Seafood,00:51:15,1,18,0,0,$22.22  WAK+1 ,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
BSS+1,Catherine Lim,00:51:20,0,1,0,1,0,0.0,0.0,0,0.0,0,22.22,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
LAST PCS!!! CHINESE POMFRET 500-600G/ PCS @ $21.00 Comment CP21+1 below to join the Sale,OceanStar Seafood,00:51:43,1,15,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
RGSS+1,Catherine Lim,00:51:50,0,1,0,1,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,11.11,0.0,0,0.0,0.0,0.0,0,0.0,0.0
Show me the ang Kar again ,Catherine Lim,00:52:19,0,6,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
2 X RED SNAPPER TAIL 500-600G/ PCS @$25.90 Comment RST+1 below to join the Sale,OceanStar Seafood,00:52:23,1,15,0,0,$25.90  RST+1,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
got slipper lobster?,Eileen Tan,00:52:46,0,3,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
MUST GRAB!!!! 3 X WILD CAUGHT ANG KA 500G/ POR @$22.22 Comment WAK+1 below to join the Sale.,OceanStar Seafood,00:52:48,1,18,0,0,$22.22  WAK+1 ,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
2 X SLIPPER LOBSTER 5-8 PCS/ KG @$39.90 Comment SL399+1 below to join the Sale.,OceanStar Seafood,00:53:06,1,15,0,0,$39.90  SL399+1 ,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
Can see ang Kar ,Catherine Lim,00:53:37,0,4,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
"RST+1, fillet",Eileen Tan,00:53:43,0,2,0,1,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,25.9,0,0.0,0.0,0.0,0,0.0,0.0
Angka buck kim kim,Jack Daniel,00:54:20,0,4,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
SL399+1,Eileen Tan,00:54:31,0,1,0,1,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,39.9,0.0,0.0,0,0.0,0.0
Dark black,Fabian Low,00:54:31,0,2,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
WAK+1,Catherine Lim,00:54:43,0,1,0,1,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,22.22,0.0
3 X WILD CAUGHT ANG KA 500G/ POR @$22.22 Comment WAK+1 below to join the Sale.,OceanStar Seafood,00:54:45,1,16,0,0,$22.22  WAK+1 ,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
U wanna start again ah BLACK!,Winnie Wu,00:54:51,0,6,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
RST+1,Catherine Lim,00:54:58,0,1,0,1,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,25.9,0,0.0,0.0,0.0,0,0.0,0.0
Miko also buck kim kim  ,Jack Daniel,00:54:58,0,5,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
2 X ORGANIC LIVE PRAWN 500G/ PORTION @$23.90 Comment OLP239+1 below to join the Sale.,OceanStar Seafood,00:55:21,1,15,0,0,$23.90  OLP239+1 ,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
STF+3,Eileen Tan,00:55:22,0,1,0,3,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,8.8,0.0,0,0.0,0.0
Have red snapper fish bone ? ,Catherine Lim,00:55:25,0,6,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
Bye bye,Winnie Wu,00:55:27,0,2,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
He got limitation leh,Winnie Wu,00:55:27,0,4,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
Then the family gor sugar baby,Winnie Wu,00:55:27,0,6,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
The aircon only above lena?,Winnie Wu,00:55:27,0,5,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
Kelvin go vietnam? Find wife?,Winnie Wu,00:55:27,0,5,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
1feb,Winnie Wu,00:55:27,0,1,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
Chicks follow which hen?,Winnie Wu,00:55:27,0,4,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
How many chicks are there? Need to get ready for preorder,Winnie Wu,00:55:27,0,11,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
Oh chick ah not still egg?,Winnie Wu,00:55:27,0,6,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
U dun digest till next year cny hor,Winnie Wu,00:55:27,0,8,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
